20230730-113329-5734 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,19337> to <0,19337>
20230730-113340-3350 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,67163> to <0,67165>
20230730-113340-9185 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,68996> to <0,68999>
20230730-113340-9187 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,68997> to <0,68999>
20230730-113341-0738 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,69665> to <0,69665>
20230730-113341-0740 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,69665> to <0,69666>
20230730-113342-0922 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,74157> to <0,74159>
20230730-113342-0923 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,74157> to <0,74159>
20230730-113342-4358 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,75885> to <0,75892>
20230730-113343-3789 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,79846> to <0,79846>
20230730-113343-3794 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,79846> to <0,79846>
20230730-113344-4884 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,84076> to <0,84079>
20230730-113345-2550 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,86545> to <0,86547>
20230730-113345-5440 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,88092> to <0,88095>
20230730-113345-8675 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,89114> to <0,89114>
20230730-113345-8676 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,89114> to <0,89114>
20230730-113345-8795 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,89172> to <0,89174>
20230730-113345-9402 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,89444> to <0,89448>
20230730-113345-9405 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,89445> to <0,89449>
20230730-113346-2488 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,91112> to <0,91113>
20230730-113346-2489 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,91112> to <0,91114>
20230730-113347-9173 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,95822> to <0,95823>
20230730-113347-9275 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,95848> to <0,95853>
20230730-113348-3607 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,97778> to <0,97781>
20230730-113348-3610 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,97779> to <0,97782>
20230730-113348-8955 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,99801> to <0,99804>
20230730-113348-8956 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,99801> to <0,99804>
20230730-113348-8960 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,99804> to <0,99805>
20230730-113348-8961 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,99804> to <0,99805>
20230730-113350-0952 00054 * HandleRequest   (replica.cc:447):   [0] Received duplicate request; resending reply
20230730-113352-4682 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,108008> to <0,108011>
20230730-113352-5361 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,108388> to <0,108389>
20230730-113352-5363 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,108389> to <0,108392>
20230730-113353-4123 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,112726> to <0,112731>
20230730-113354-1954 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,114984> to <0,114985>
20230730-113355-1578 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,118193> to <0,118193>
20230730-113355-1580 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,118193> to <0,118194>
20230730-113356-1018 00054 ! releaseForRead  (lockserver.cc:566): [4153359164543210137] state is wrong in lock: 65oGJQghNVJmx9EkEOqIS57Q20cR5JjNg3sRo5lrFaxiuCi2QIJIn7nqJ1qhB6Yk
20230730-113356-5117 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,123962> to <0,123966>
20230730-113356-5119 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,123963> to <0,123967>
20230730-113357-1929 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,126410> to <0,126410>
20230730-113357-1930 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,126410> to <0,126410>
20230730-113357-3836 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,127592> to <0,127596>
20230730-113357-3837 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,127593> to <0,127596>
20230730-113357-5508 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,128647> to <0,128648>
20230730-113357-5509 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,128647> to <0,128648>
20230730-113357-5510 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,128648> to <0,128649>
20230730-113357-5510 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,128648> to <0,128649>
20230730-113358-2125 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,130351> to <0,130353>
20230730-113358-2126 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,130352> to <0,130353>
20230730-113358-4862 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,131088> to <0,131162>
20230730-113358-4978 00054 * SendMessageInternal (udptransport.cc:448): Sending large replication.vr.proto.StateTransferMessage message in 2 fragments
20230730-113358-4982 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,131105> to <0,131162>
20230730-113358-4992 00054 * SendMessageInternal (udptransport.cc:448): Sending large replication.vr.proto.StateTransferMessage message in 2 fragments
20230730-113358-4995 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,131122> to <0,131162>
20230730-113358-4996 00054 * SendMessageInternal (udptransport.cc:448): Sending large replication.vr.proto.StateTransferMessage message in 2 fragments
20230730-113358-4998 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,131138> to <0,131162>
20230730-113358-4998 00054 * SendMessageInternal (udptransport.cc:448): Sending large replication.vr.proto.StateTransferMessage message in 2 fragments
20230730-113358-5000 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,131147> to <0,131162>
20230730-113358-5002 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,131158> to <0,131162>
20230730-113358-5003 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,131159> to <0,131162>
20230730-113358-5005 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,131160> to <0,131162>
20230730-113358-5015 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,131072> to <0,131162>
20230730-113358-5016 00054 * SendMessageInternal (udptransport.cc:448): Sending large replication.vr.proto.StateTransferMessage message in 3 fragments
20230730-113359-0540 00054 * HandleRequestStateTransfer (replica.cc:753):   [0] Sending state transfer from <0,133718> to <0,133720>
20230730-113400-9789 00054 * HandleRequest   (replica.cc:447):   [0] Received duplicate request; resending reply
20230730-113401-8827 00054 * HandleRequest   (replica.cc:447):   [0] Received duplicate request; resending reply
20230730-113401-8828 00054 * HandleRequest   (replica.cc:447):   [0] Received duplicate request; resending reply
20230730-113401-8829 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8830 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8831 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8831 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8832 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8832 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8833 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8835 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8836 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8838 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8839 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8839 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8839 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8840 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8842 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8843 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8844 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8844 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8845 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8845 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8845 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8846 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8846 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8847 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8847 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8847 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8848 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8848 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8848 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8849 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8850 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8850 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8850 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8851 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8851 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8852 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8852 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8852 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8853 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8853 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8854 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8854 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8854 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8855 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8855 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8856 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8856 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8856 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8857 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8857 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8857 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8858 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8858 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8862 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8864 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8865 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8866 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8867 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8868 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8868 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8868 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8869 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8869 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8870 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8870 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8870 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8871 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8871 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8872 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8872 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8872 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8873 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8873 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8873 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8874 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8874 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8875 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8875 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8875 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8876 00054 * HandleRequest   (replica.cc:454):   [0] Received duplicate request but no reply available; ignoring
20230730-113401-8876 00054 * HandleRequest   (replica.cc:447):   [0] Received duplicate request; resending reply
20230730-113401-8877 00054 * HandleRequest   (replica.cc:447):   [0] Received duplicate request; resending reply
20230730-113401-8877 00054 * HandleRequest   (replica.cc:447):   [0] Received duplicate request; resending reply
20230730-113401-8878 00054 * HandleRequest   (replica.cc:447):   [0] Received duplicate request; resending reply
20230730-113401-8879 00054 * HandleRequest   (replica.cc:447):   [0] Received duplicate request; resending reply
20230730-113401-8880 00054 * HandleRequest   (replica.cc:447):   [0] Received duplicate request; resending reply
20230730-113401-8880 00054 * HandleRequest   (replica.cc:447):   [0] Received duplicate request; resending reply
20230730-113401-8881 00054 * HandleRequest   (replica.cc:447):   [0] Received duplicate request; resending reply
20230730-113401-8882 00054 * HandleRequest   (replica.cc:447):   [0] Received duplicate request; resending reply
